Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	36	14.69	26.85	26.85	38.8	38.8	26.07	25.97	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:50:46														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	1051	949	995																															
B	1011	1048	1015																															
C	1002	966	1038																															
D	971	968	958																															
E	994	1000	956																															
F	1026	1024	1030																															
G	1017	1059	967																															
H	969	995	1039																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	36	14.69	26.85	26.85	38.8	38.8	26.07	25.97	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:50:46														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	12144	12478	11654																															
B	10748	13326	12071																															
C	11473	11940	12903																															
D	13485	12791	14613																															
E	15648	14703	12844																															
F	16342	15713	13522																															
G	11911	16016	12125																															
H	13784	13801	12428																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	37	14.69	26.85	26.85	38.8	38.8	25.97	25.97	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:51:06														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	1028	997	1010																															
B	981	976	1008																															
C	1000	977	984																															
D	998	981	1000																															
E	988	1048	905																															
F	985	1000	937																															
G	931	1001	856																															
H	1009	993	1071																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	37	14.69	26.85	26.85	38.8	38.8	25.97	25.97	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:51:06														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	12199	12423	11639																															
B	10770	13299	11981																															
C	11259	12197	12908																															
D	13389	13158	14420																															
E	15256	15142	12896																															
F	16552	15705	13342																															
G	11903	16114	12314																															
H	13602	13764	12305																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	38	14.69	26.85	26.82	38.8	38.8	25.97	25.94	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:51:26														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	974	941	996																															
B	1012	1072	1001																															
C	974	929	1054																															
D	1022	936	1054																															
E	1075	967	928																															
F	1073	950	943																															
G	994	1035	973																															
H	1036	1066	1022																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	38	14.69	26.85	26.82	38.8	38.8	25.97	25.94	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:51:26														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	12139	12885	11728																															
B	10946	13357	12042																															
C	11236	12314	12846																															
D	13524	12768	14372																															
E	15072	15043	12717																															
F	16418	15871	13561																															
G	11881	16465	12192																															
H	13938	13751	12413																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	39	14.69	26.82	26.85	38.8	38.7	25.94	26.07	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:51:46														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	1018	1021	1022																															
B	981	1086	1055																															
C	1005	890	954																															
D	953	943	1010																															
E	990	1045	904																															
F	955	1040	984																															
G	977	1062	994																															
H	971	1068	956																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	39	14.69	26.82	26.85	38.8	38.7	25.94	26.07	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:51:46														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	12101	12572	11482																															
B	10945	13293	11757																															
C	11161	12163	12997																															
D	13494	13100	14554																															
E	15346	14853	12832																															
F	16354	15695	13402																															
G	11892	16551	12200																															
H	13953	13895	12074																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	40	14.69	26.85	26.85	38.7	38.7	26.07	25.97	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:52:06														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	952	1062	1016																															
B	1008	1041	1003																															
C	991	994	1033																															
D	995	914	1021																															
E	1007	1046	1046																															
F	989	1066	1008																															
G	1016	1049	933																															
H	1005	1084	971																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	40	14.69	26.85	26.85	38.7	38.7	26.07	25.97	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:52:06														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	12281	12833	11878																															
B	10650	13193	11953																															
C	11166	12077	13056																															
D	13236	12852	14665																															
E	15232	14899	12858																															
F	16500	15760	13218																															
G	12084	16318	12295																															
H	13759	13789	12187																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	41	14.69	26.85	26.85	38.7	38.7	25.97	26.07	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:52:26														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	986	1004	922																															
B	966	1027	1032																															
C	998	897	975																															
D	1007	908	978																															
E	945	957	968																															
F	1014	1010	965																															
G	942	1103	1094																															
H	1019	954	922																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	41	14.69	26.85	26.85	38.7	38.7	25.97	26.07	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:52:26														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	12115	12619	11790																															
B	10431	13181	11739																															
C	11282	12149	13068																															
D	13518	12765	14520																															
E	15328	15361	12695																															
F	16230	15742	13489																															
G	11817	16535	12073																															
H	13826	13721	12061																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	42	14.69	26.85	26.9	38.7	38.7	26.07	25.97	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:52:46														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	1006	947	948																															
B	906	960	1003																															
C	936	949	1048																															
D	1022	1019	1000																															
E	985	952	954																															
F	988	1059	1020																															
G	978	1025	1038																															
H	984	1042	987																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	42	14.69	26.85	26.9	38.7	38.7	26.07	25.97	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:52:46														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	11873	12770	12062																															
B	10665	13397	11809																															
C	11231	12204	13103																															
D	13824	12708	14480																															
E	15263	15330	12837																															
F	16587	15570	13111																															
G	11701	16232	12290																															
H	13641	13862	12196																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	43	14.69	26.9	26.9	38.7	38.7	25.97	25.97	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:53:06														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	949	948	1040																															
B	986	1019	973																															
C	987	964	943																															
D	901	993	984																															
E	1059	973	947																															
F	986	1012	998																															
G	952	1108	972																															
H	1018	990	975																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	43	14.69	26.9	26.9	38.7	38.7	25.97	25.97	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:53:06														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	11791	12741	12044																															
B	10693	13025	12358																															
C	11351	12370	12861																															
D	13365	12959	14346																															
E	15648	14668	12610																															
F	16479	15695	13117																															
G	11938	15929	11990																															
H	13861	13934	12194																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	44	14.69	26.9	26.9	38.7	38.7	25.97	26.07	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:53:26														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	1010	916	972																															
B	879	975	1048																															
C	990	956	1013																															
D	941	979	1050																															
E	999	949	990																															
F	1077	1004	930																															
G	970	1067	1004																															
H	949	1086	1016																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	44	14.69	26.9	26.9	38.7	38.7	25.97	26.07	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:53:26														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	12180	12749	11887																															
B	10765	13383	11825																															
C	11180	12082	12849																															
D	13309	12994	14276																															
E	15666	15012	12637																															
F	16478	15641	13262																															
G	11652	16148	12307																															
H	13995	13604	12115																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	45	14.69	26.9	26.87	38.7	38.7	26.07	26.04	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:53:46														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	966	1069	1033																															
B	1013	1017	908																															
C	967	949	974																															
D	1033	983	1008																															
E	1029	1040	958																															
F	1046	975	985																															
G	997	1036	976																															
H	1025	1027	973																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	45	14.69	26.9	26.87	38.7	38.7	26.07	26.04	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:53:46														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	12204	12504	11857																															
B	10656	13349	11811																															
C	11257	12105	13062																															
D	13182	12969	14623																															
E	15410	15029	12699																															
F	16248	15628	13162																															
G	11668	16413	12472																															
H	13496	13802	12256																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	46	14.69	26.87	26.87	38.7	38.7	26.04	26.04	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:54:06														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	995	987	1002																															
B	923	913	953																															
C	950	959	1126																															
D	1020	983	912																															
E	893	1017	908																															
F	1121	1042	1010																															
G	912	1077	987																															
H	988	1037	1033																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	46	14.69	26.87	26.87	38.7	38.7	26.04	26.04	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:54:06														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	11940	12593	11729																															
B	10475	13104	11946																															
C	11235	12130	12837																															
D	13486	13035	14499																															
E	15510	14873	12752																															
F	16448	15757	13243																															
G	11571	16365	12192																															
H	13813	13624	12166																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	47	14.69	26.87	26.9	38.7	38.7	26.04	26.07	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:54:26														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	947	959	1005																															
B	977	995	949																															
C	945	987	1033																															
D	985	986	997																															
E	966	1033	1038																															
F	1044	1012	930																															
G	998	1061	997																															
H	1071	984	963																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	47	14.69	26.87	26.9	38.7	38.7	26.04	26.07	1	Tatjana	FRET(1)	0	0	De=2nd	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:54:26														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	2	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	11987	12474	11942																															
B	10771	12921	11998																															
C	11244	12138	13177																															
D	13511	12803	14541																															
E	15488	15035	12658																															
F	16327	15569	13402																															
G	11778	16289	12081																															
H	14029	13669	12053																															
																																		
Plate	information																																	
Plate	Repeat	Barcode	Measured	height	Chamber	temperature	at	start	Chamber	temperature	at	end	Humidity	at	start	Humidity	at	end	Ambient	temperature	at	start	Ambient	temperature	at	end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement	date
2	48	14.69	26.9	26.87	38.7	38.7	26.07	26.04	1	Tatjana	FRET(1)	0	0	De=1st	Ex=Btm	Em=Btm	Wdw=1	0	6/29/2018	11:54:46														
																																		
Background	information																																	
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo																												
2	Tatjana	FRET	0	480	10	00:00:00.000	De=1st	Ex=Btm	Em=Btm	Wdw=1																								
2	Tatjana	FRET	0	570	10	00:00:00.000	De=2nd	Ex=Btm	Em=Btm	Wdw=1																								
																																		
Results	for	Tatjana	FRET(1)	-0	channel	1	window	1	(Counts)																									
	1	2	3	4	5	6	7	8	9	10	11	12																						
A	1017	922	968																															
B	967	1034	962																															
C	1021	1000	1082																															
D	1090	997	992																															
E	940	962	899																															
F	1047	1050	1074																															
G	1001	1008	928																															
H	925	1044	1017																															
																																		
Plate	information																																	
