Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10405	9665	9885												
B		12472	11477	11021												
C		11609	11032	11123												
D		14003	12347	9497												
E		12865	13681	11141												
F		13678	11564	10891												
G		12896	11858	10987												
H		13866	11148	10312												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	25		14.8	26.7	26.7	29.9	29.9	25.77	25.77	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		922	848	808												
B		934	893	935												
C		935	876	900												
D		849	827	802												
E		885	918	842												
F		843	909	873												
G		861	908	845												
H		901	785	768												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	25		14.8	26.7	26.7	29.9	29.9	25.77	25.77	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10552	9417	9780												
B		12581	11471	11089												
C		11772	11266	11294												
D		14246	12662	9689												
E		12965	13574	11539												
F		13642	11518	11097												
G		13072	11667	10728												
H		13217	11102	10311												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	26		14.8	26.7	26.7	29.9	29.9	25.77	25.77	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		880	847	894												
B		942	904	967												
C		843	951	911												
D		938	857	815												
E		827	986	867												
F		815	892	888												
G		812	836	863												
H		860	785	853												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	26		14.8	26.7	26.7	29.9	29.9	25.77	25.77	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10542	9687	10030												
B		12311	11398	10948												
C		11842	11049	11231												
D		14065	12072	9885												
E		13091	13439	11246												
F		13324	11716	11191												
G		12780	11834	10738												
H		13504	11289	10330												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	27		14.8	26.7	26.7	29.9	29.9	25.77	25.77	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		902	818	914												
B		946	924	883												
C		909	836	934												
D		896	905	795												
E		809	915	930												
F		820	910	891												
G		846	775	807												
H		833	865	821												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	27		14.8	26.7	26.7	29.9	29.9	25.77	25.77	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10381	9568	10034												
B		12234	11668	10966												
C		11712	11034	11336												
D		14034	12580	9666												
E		13030	13508	11305												
F		13460	11572	10847												
G		12640	11598	10992												
H		13598	11259	10218												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	28		14.8	26.7	26.7	29.9	29.9	25.77	25.77	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		923	906	859												
B		905	908	934												
C		893	835	874												
D		900	961	840												
E		883	890	847												
F		886	865	877												
G		885	863	934												
H		817	790	852												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	28		14.8	26.7	26.7	29.9	29.9	25.77	25.77	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10552	9304	9798												
B		12465	11814	10887												
C		11808	11107	11331												
D		14153	12360	9965												
E		12987	13452	11142												
F		13899	11378	10991												
G		13015	11645	10720												
H		13570	11329	10335												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	29		14.8	26.7	26.65	29.9	29.9	25.77	25.77	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		890	896	857												
B		934	971	922												
C		892	856	910												
D		932	913	868												
E		856	845	922												
F		857	877	884												
G		889	849	858												
H		810	849	753												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	29		14.8	26.7	26.65	29.9	29.9	25.77	25.77	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10365	9495	9846												
B		12919	11541	10903												
C		11950	11337	10939												
D		13945	12565	9772												
E		12997	13493	11568												
F		13334	11567	11119												
G		12810	11816	10994												
H		13567	11106	10388												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	30		14.8	26.65	26.65	29.9	29.7	25.77	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		772	868	938												
B		937	950	855												
C		890	838	909												
D		893	886	854												
E		921	857	918												
F		896	847	902												
G		887	881	883												
H		845	790	859												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	30		14.8	26.65	26.65	29.9	29.7	25.77	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10583	9550	10070												
B		12646	11420	10940												
C		11516	11281	11058												
D		14056	12297	9929												
E		12984	13490	11356												
F		13558	11670	10900												
G		12864	11726	10941												
H		13769	11044	10490												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	31		14.8	26.65	26.65	29.7	29.7	25.87	25.97	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		879	915	886												
B		832	941	928												
C		831	871	948												
D		892	832	841												
E		841	947	926												
F		873	893	866												
G		798	830	916												
H		830	809	715												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	31		14.8	26.65	26.65	29.7	29.7	25.87	25.97	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10455	9416	9925												
B		12408	11089	10850												
C		11936	11245	11451												
D		14264	12599	9765												
E		13107	13664	11424												
F		13358	11621	11008												
G		12782	11664	10837												
H		13576	11185	10164												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	32		14.8	26.65	26.65	29.7	29.6	25.97	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		871	867	915												
B		882	894	925												
C		941	862	931												
D		895	844	875												
E		908	880	871												
F		914	884	813												
G		836	731	819												
H		864	835	838												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	32		14.8	26.65	26.65	29.7	29.6	25.97	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10543	9618	9625												
B		12299	11583	10942												
C		11884	11230	11225												
D		13945	12334	10039												
E		12949	13465	11270												
F		13173	11664	10891												
G		12758	11827	10586												
H		13328	11020	10202												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	33		14.8	26.65	26.65	29.6	29.6	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		969	918	904												
B		936	872	891												
C		870	781	992												
D		916	898	916												
E		891	902	874												
F		870	877	768												
G		847	876	843												
H		857	903	825												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	33		14.8	26.65	26.65	29.6	29.6	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10452	9352	9860												
B		12290	11430	10898												
C		11691	11175	11063												
D		14184	12447	9750												
E		13031	13781	11268												
F		13789	11745	11160												
G		12628	11499	10934												
H		13213	11003	10049												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	34		14.8	26.65	26.65	29.6	29.6	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		870	861	838												
B		882	879	884												
C		913	889	895												
D		932	921	834												
E		859	918	943												
F		872	895	919												
G		859	859	831												
H		862	799	823												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	34		14.8	26.65	26.65	29.6	29.6	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10488	9351	9554												
B		12446	11297	10859												
C		11850	11069	11601												
D		13999	12401	10026												
E		13019	13472	11351												
F		13467	11708	10999												
G		12743	11521	10563												
H		13342	10937	10192												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	35		14.8	26.65	26.7	29.6	29.6	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		868	851	821												
B		909	900	904												
C		843	896	941												
D		961	819	770												
E		892	919	829												
F		914	882	887												
G		789	841	872												
H		874	818	796												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	35		14.8	26.65	26.7	29.6	29.6	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10281	9496	9663												
B		12474	11353	10828												
C		11781	11259	11183												
D		14080	12410	9839												
E		12824	13786	11265												
F		13696	11674	10691												
G		12817	11595	10862												
H		13542	11199	10315												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	36		14.8	26.7	26.75	29.6	29.6	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		873	913	926												
B		966	862	841												
C		821	863	862												
D		897	849	917												
E		868	901	946												
F		917	844	931												
G		818	825	885												
H		846	786	796												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	36		14.8	26.7	26.75	29.6	29.6	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10423	9438	9740												
B		12560	11428	10823												
C		11647	11109	11335												
D		14032	12372	9995												
E		12848	13678	11460												
F		13251	11422	10850												
G		12661	11621	10880												
H		12982	11264	10389												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	37		14.8	26.75	26.75	29.6	29.7	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		842	950	880												
B		885	848	825												
C		878	809	866												
D		915	829	887												
E		900	934	885												
F		947	765	862												
G		905	830	792												
H		866	836	804												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	37		14.8	26.75	26.75	29.6	29.7	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10450	9407	9753												
B		12329	11454	10706												
C		11736	11138	11585												
D		14211	12339	9805												
E		13123	13483	11465												
F		13402	11620	10773												
G		12539	11671	10651												
H		13564	11185	10390												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	38		14.8	26.75	26.75	29.7	29.7	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		960	874	821												
B		912	895	910												
C		886	935	888												
D		886	875	871												
E		962	780	887												
F		904	858	867												
G		894	826	819												
H		833	816	786												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	38		14.8	26.75	26.75	29.7	29.7	25.87	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10413	9459	9708												
B		12132	11384	10612												
C		11679	11339	11216												
D		14102	12577	9965												
E		12996	13752	11390												
F		13590	11656	10593												
G		12824	11680	10866												
H		13474	10952	10053												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	39		14.8	26.75	26.72	29.7	29.7	25.87	25.84	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		915	859	904												
B		909	856	923												
C		977	900	851												
D		982	952	873												
E		883	894	882												
F		864	841	877												
G		864	850	826												
H		836	852	853												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	39		14.8	26.75	26.72	29.7	29.7	25.87	25.84	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10404	9505	9808												
B		12023	11239	10850												
C		11781	11345	11282												
D		13748	12359	9931												
E		13029	13720	11489												
F		13591	11842	10973												
G		12706	11816	10616												
H		13395	11068	10050												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	40		14.8	26.72	26.75	29.7	29.7	25.84	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 3 window 3 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		907	878	901												
B		886	886	909												
C		854	862	905												
D		941	843	788												
E		926	908	888												
F		872	834	894												
G		868	917	797												
H		782	816	760												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX				
3	40		14.8	26.72	26.75	29.7	29.7	25.84	25.87	1	Tatjana FRET(1)	0				
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
3	Tatjana FRET	0	471	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
3	Tatjana FRET	0	520	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(3) - channel 2 window 3 (Counts)																
