Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Calculated results: Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		11.627	10.215	10.465												
B		13.207	12.462	12.127												
C		13.408	13.103	12.422												
D		16.462	14.187	11.97												
E		15.178	14.775	13.404												
F		16.269	12.575	11.881												
G		15.291	13.157	13.356												
H		15.973	13.515	13.07												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	23		14.55	27.09	27.09	30.7	30.7	25.29	25.19	1	Tatjana FRET(1)	0	0	De=1st Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:02:05
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 1 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		893	933	942												
B		923	905	902												
C		865	847	910												
D		849	861	831												
E		848	938	854												
F		832	921	908												
G		848	891	793												
H		841	826	775												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	23		14.55	27.09	27.09	30.7	30.7	25.29	25.19	1	Tatjana FRET(1)	0	0	De=2nd Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:02:05
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 2 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10383	9531	9858												
B		12190	11278	10939												
C		11598	11098	11304												
D		13976	12215	9947												
E		12871	13859	11447												
F		13536	11582	10788												
G		12967	11723	10591												
H		13433	11163	10129												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Formula	Measurement date					
2	24		N/A	N/A	N/A	N/A	N/A	N/A	N/A	Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1	07.11.2018 15:02:25					
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Calculated results: Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10.646	10.318	10.906												
B		12.559	12.142	12.505												
C		13.843	12.884	11.822												
D		14.684	13.862	11.393												
E		13.965	14.682	11.982												
F		14.114	13.666	11.884												
G		13.76	14.28	13.034												
H		15.87	13.643	12.859												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	24		14.55	27.09	27.09	30.7	30.7	25.19	25.19	1	Tatjana FRET(1)	0	0	De=1st Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:02:25
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 1 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		966	908	897												
B		986	938	883												
C		839	872	939												
D		965	906	886												
E		915	925	930												
F		955	847	934												
G		928	812	827												
H		867	827	795												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	24		14.55	27.09	27.09	30.7	30.7	25.19	25.19	1	Tatjana FRET(1)	0	0	De=2nd Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:02:25
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 2 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10284	9369	9783												
B		12383	11389	11042												
C		11614	11235	11101												
D		14170	12559	10094												
E		12778	13581	11143												
F		13479	11575	11100												
G		12769	11595	10779												
H		13759	11283	10223												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Formula	Measurement date					
2	25		N/A	N/A	N/A	N/A	N/A	N/A	N/A	Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1	07.11.2018 15:02:45					
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Calculated results: Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		11.366	10.6	11.483												
B		13.629	11.951	11.706												
C		13.333	12.772	11.513												
D		14.891	13.243	12.205												
E		15.978	14.985	12.093												
F		15.888	13.398	12.561												
G		13.776	13.744	11.999												
H		14.769	13.019	12.059												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	25		14.55	27.09	27.01	30.7	30.7	25.19	25.16	1	Tatjana FRET(1)	0	0	De=1st Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:02:45
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 1 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		906	890	845												
B		906	951	928												
C		882	864	986												
D		933	939	806												
E		809	907	918												
F		859	864	873												
G		927	860	884												
H		897	860	859												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	25		14.55	27.09	27.01	30.7	30.7	25.19	25.16	1	Tatjana FRET(1)	0	0	De=2nd Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:02:45
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 2 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10298	9434	9703												
B		12348	11365	10863												
C		11760	11035	11352												
D		13893	12435	9837												
E		12926	13591	11101												
F		13648	11576	10966												
G		12770	11820	10607												
H		13248	11196	10359												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Formula	Measurement date					
2	26		N/A	N/A	N/A	N/A	N/A	N/A	N/A	Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1	07.11.2018 15:03:05					
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Calculated results: Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		11.927	10.033	10.265												
B		13.099	13.309	11.458												
C		13.236	12.475	11.533												
D		15.103	14.069	11.21												
E		14.723	13.621	12.255												
F		16.274	12.213	12.093												
G		14.237	12.278	12.832												
H		16.397	14.166	12.624												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	26		14.55	27.01	27.01	30.7	30.7	25.16	25.07	1	Tatjana FRET(1)	0	0	De=1st Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:03:05
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 1 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		866	923	961												
B		943	858	935												
C		882	905	971												
D		938	871	877												
E		880	995	903												
F		838	954	888												
G		889	951	846												
H		824	802	822												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	26		14.55	27.01	27.01	30.7	30.7	25.16	25.07	1	Tatjana FRET(1)	0	0	De=2nd Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:03:05
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 2 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10329	9260	9865												
B		12352	11419	10713												
C		11674	11290	11199												
D		14167	12254	9831												
E		12956	13553	11066												
F		13638	11651	10739												
G		12657	11676	10856												
H		13511	11361	10377												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Formula	Measurement date					
2	27		N/A	N/A	N/A	N/A	N/A	N/A	N/A	Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1	07.11.2018 15:03:25					
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Calculated results: Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		11.014	9.8414	11.114												
B		13.906	11.641	12.099												
C		13.206	13.717	12.577												
D		15.262	13.673	11.576												
E		15.167	15.044	13.293												
F		14.54	13.598	12.026												
G		14.356	13.154	12.443												
H		15.289	12.599	12.365												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	27		14.55	27.01	27.04	30.7	30.7	25.07	25.19	1	Tatjana FRET(1)	0	0	De=1st Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:03:25
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 1 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		913	933	895												
B		873	973	895												
C		878	833	904												
D		926	899	877												
E		862	904	840												
F		935	848	920												
G		871	864	842												
H		886	873	836												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	27		14.55	27.01	27.04	30.7	30.7	25.07	25.19	1	Tatjana FRET(1)	0	0	De=2nd Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:03:25
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 2 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10056	9182	9947												
B		12140	11327	10829												
C		11595	11426	11370												
D		14133	12292	10152												
E		13074	13600	11166												
F		13595	11531	11064												
G		12504	11365	10477												
H		13546	10999	10337												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Formula	Measurement date					
2	28		N/A	N/A	N/A	N/A	N/A	N/A	N/A	Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1	07.11.2018 15:03:45					
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Calculated results: Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		11.363	9.3896	10.559												
B		14.237	12.35	12.668												
C		12.518	12.522	11.739												
D		15.205	13.58	11.797												
E		14.017	15.829	12.178												
F		14.55	14.57	11.936												
G		14.817	13.675	12.641												
H		14.537	13.432	11.727												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	28		14.55	27.04	26.99	30.7	30.7	25.19	25.09	1	Tatjana FRET(1)	0	0	De=1st Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:03:45
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 1 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		901	996	929												
B		873	919	855												
C		940	897	966												
D		948	921	826												
E		932	855	945												
F		926	790	896												
G		859	850	836												
H		909	831	872												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	28		14.55	27.04	26.99	30.7	30.7	25.19	25.09	1	Tatjana FRET(1)	0	0	De=2nd Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:03:45
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 2 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10238	9352	9809												
B		12429	11350	10831												
C		11767	11232	11340												
D		14414	12507	9744												
E		13064	13534	11508												
F		13473	11510	10695												
G		12728	11624	10568												
H		13214	11162	10226												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Formula	Measurement date					
2	29		N/A	N/A	N/A	N/A	N/A	N/A	N/A	Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1	07.11.2018 15:04:05					
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Calculated results: Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10.976	10.235	10.981												
B		13.713	12.122	13.758												
C		14.087	12.714	12.468												
D		15.923	13.66	11.051												
E		12.986	15.036	13.425												
F		14.014	14.302	11.829												
G		14.701	13.509	11.832												
H		15.144	14.152	12.225												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	29		14.55	26.99	26.99	30.7	30.7	25.09	25.09	1	Tatjana FRET(1)	0	0	De=1st Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:04:05
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 1 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		929	926	887												
B		904	913	780												
C		840	880	894												
D		867	899	894												
E		973	913	835												
F		968	841	929												
G		864	855	886												
H		876	787	843												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	29		14.55	26.99	26.99	30.7	30.7	25.09	25.09	1	Tatjana FRET(1)	0	0	De=2nd Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:04:05
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 2 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10197	9478	9740												
B		12397	11067	10731												
C		11833	11188	11146												
D		13805	12280	9880												
E		12635	13728	11210												
F		13566	12028	10989												
G		12702	11550	10483												
H		13266	11138	10306												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Formula	Measurement date					
2	30		N/A	N/A	N/A	N/A	N/A	N/A	N/A	Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1	07.11.2018 15:04:25					
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Calculated results: Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10.466	10.341	10.924												
B		12.889	12.453	11.135												
C		12.749	11.811	13.215												
D		16.333	15.217	11.738												
E		14.858	14.927	12.477												
F		14.161	12.092	12.493												
G		13.927	14.001	12.983												
H		15.165	13.764	13.268												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	30		14.55	26.99	26.99	30.7	30.7	25.09	25.09	1	Tatjana FRET(1)	0	0	De=1st Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:04:25
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 1 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		981	914	877												
B		950	892	984												
C		944	971	841												
D		848	811	837												
E		861	915	905												
F		939	954	871												
G		899	833	836												
H		875	826	781												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	30		14.55	26.99	26.99	30.7	30.7	25.09	25.09	1	Tatjana FRET(1)	0	0	De=2nd Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:04:25
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 2 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10267	9452	9580												
B		12245	11108	10957												
C		12035	11468	11114												
D		13850	12341	9825												
E		12793	13658	11292												
F		13297	11536	10881												
G		12520	11663	10854												
H		13269	11369	10362												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Formula	Measurement date					
2	31		N/A	N/A	N/A	N/A	N/A	N/A	N/A	Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1	07.11.2018 15:04:45					
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Calculated results: Calc 1: Label ratio = X / Y where X = Tatjana FRET(1) channel 2 window 1 Y = Tatjana FRET(1) channel 1 window 1																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		11.231	10.29	9.8522												
B		12.564	11.864	12.146												
C		12.833	13.155	12.164												
D		14.746	13.458	12.026												
E		15.437	15.126	12.801												
F		15.311	12.531	11.891												
G		13.411	12.649	12.703												
H		14.927	13.995	11.477												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	31		14.55	26.99	26.99	30.7	30.7	25.09	25.09	1	Tatjana FRET(1)	0	0	De=1st Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:04:45
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 1 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		919	905	961												
B		957	932	878												
C		891	850	921												
D		962	909	831												
E		829	888	895												
F		898	925	911												
G		937	912	853												
H		899	800	885												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Group	Label	ScanX	ScanY	Measinfo	Kinetics	Measurement date
2	31		14.55	26.99	26.99	30.7	30.7	25.09	25.09	1	Tatjana FRET(1)	0	0	De=2nd Ex=Btm Em=Btm Wdw=1	0	07.11.2018 15:04:45
																
Background information																
Plate	Label	Result	Signal	Flashes/Time	Meastime	MeasInfo										
2	Tatjana FRET	0	422	10	00:00:00.000	De=1st Ex=Btm Em=Btm Wdw=1										
2	Tatjana FRET	0	488	10	00:00:00.000	De=2nd Ex=Btm Em=Btm Wdw=1										
																
Results for Tatjana FRET(1) - channel 2 window 1 (Counts)																
	1	2	3	4	5	6	7	8	9	10	11	12				
A		10321	9312	9468												
B		12024	11057	10664												
C		11434	11182	11203												
D		14186	12233	9994												
E		12797	13432	11457												
F		13749	11591	10833												
G		12566	11536	10836												
H		13419	11196	10157												
																
Plate information 																
Plate	Repeat	Barcode	Measured height	Chamber temperature at start	Chamber temperature at end	Humidity at start	Humidity at end	Ambient temperature at start	Ambient temperature at end	Formula	Measurement date					
