,0,1,2
0.31666666666666665,14.070383912248628,14.00190114068441,13.928988326848248
0.6333333333333333,13.475887170154687,13.652542372881356,12.82857142857143
0.95,14.770339855818744,14.119521912350598,12.28125
1.2666666666666666,14.55464759959142,13.422264875239923,12.74899193548387
1.5833333333333333,14.97288842544317,14.44238683127572,12.24926398429833
1.9,14.103309929789368,14.39832285115304,12.334619093539056
2.216666666666667,13.072222222222223,14.155804480651732,12.867420349434738
2.533333333333333,14.339896373056995,13.944718657453109,12.477227722772277
2.8499999999999996,13.442105263157895,12.50137741046832,12.567813765182187
3.1666666666666665,14.318091451292247,13.238001958863858,12.2401185770751
3.4833333333333334,14.020916334661354,13.876494023904382,12.925026399155227
3.8,13.57185332011893,14.627737226277372,12.943336831059812
4.116666666666666,13.371647509578544,14.765726681127983,12.252234359483614
4.433333333333334,14.114669421487603,13.579840319361278,12.571428571428571
4.75,15.278993435448578,13.94572864321608,12.84167517875383
5.066666666666666,14.045090180360722,14.049484536082474,12.734294541709577
5.383333333333333,14.539665970772443,14.43167701863354,12.079567779960707
5.699999999999999,13.265402843601896,13.053977272727273,12.743801652892563
6.016666666666667,13.027281279397931,13.587192118226602,12.720693170234455
6.333333333333333,14.420062695924765,14.579057591623037,12.113614103819785
6.6499999999999995,13.372093023255815,12.64051094890511,12.041055718475073
6.966666666666667,14.163451776649746,12.684792626728111,11.491620111731844
7.283333333333333,14.64,13.793489318413021,12.594897959183674
7.6,14.018274111675128,14.976520811099252,12.87344398340249
7.916666666666666,13.754698318496539,13.420159680638722,11.56056338028169
8.233333333333333,13.533747779751332,14.628488931665062,13.472417251755266
8.549999999999999,14.179487179487179,14.087535680304471,12.075
8.866666666666667,14.132804757185331,13.035778175313059,11.914367269267364
9.183333333333334,14.521042084168336,13.849420849420849,12.100095328884652
9.5,14.55327868852459,14.27547931382442,12.575050709939148
9.816666666666666,14.262626262626263,14.267489711934155,13.309421841541756
10.133333333333333,13.826848249027238,14.262048192771084,13.494612068965518
10.45,13.969458128078818,12.37555358724535,11.722914669223394
10.766666666666666,13.387914230019494,14.423814328960646,12.059280855199223
11.083333333333332,13.332695984703633,14.101593625498008,11.887323943661972
11.399999999999999,14.25699481865285,14.952330508474576,13.017970401691333
11.716666666666667,13.694817658349328,14.74089490114464,12.633603238866396
12.033333333333333,13.7046783625731,13.809197651663405,12.630081300813009
12.35,13.599024390243903,12.410488245931283,12.168483647175421
12.666666666666666,13.245445829338447,13.689149560117302,12.168805528134255
12.983333333333333,13.019626168224299,13.641228939544103,13.425945945945946
13.299999999999999,15.392199349945829,14.487231869254341,12.655857740585773
13.616666666666665,14.590214067278287,14.333333333333334,12.844074844074845
13.933333333333334,14.633684210526315,14.433573635427395,13.621978021978022
14.25,13.894736842105264,14.156590683845392,13.043157894736842
14.566666666666666,13.481553398058253,15.389254385964913,11.877810361681329
