,0,1,2
0.31666666666666665,0.8974234061254049,0.8854683344526239,1.1163746402380554
0.6333333333333333,0.9540722477548121,1.0410889060443709,1.0941917740252596
0.95,0.9095337934841577,1.0112586897334006,1.1258166931558464
1.2666666666666666,0.8880849776801343,0.9637622462858183,1.2063419825639627
1.5833333333333333,0.9271775538296753,0.9412625272012303,1.1209465491903627
1.9,0.9068542692899733,1.0009230134773694,1.104905525921528
2.216666666666667,0.9174263722099197,0.924858950750912,1.0499934036117937
2.533333333333333,0.9367962200785506,0.9773559735111205,1.1705671005612084
2.8499999999999996,0.9436318558022201,0.9712235543983989,1.009977668391805
3.1666666666666665,0.9435326802383665,0.8501936403869984,1.16720995256366
3.4833333333333334,0.9772748323897174,1.0292514547652518,1.1209274452420783
3.8,0.9474031521934674,0.9978424758319943,0.9770332213390355
4.116666666666666,0.9410394542756237,0.9400977691076199,1.0996044562533582
4.433333333333334,0.9298494213563836,0.9530514231233205,1.1033658948186413
4.75,0.8644262810272166,0.9980561535279462,1.086191957941544
5.066666666666666,1.011343247255496,0.9239519177068237,1.112540895385629
5.383333333333333,1.025494964319313,1.0123678124036841,1.1180588800562323
5.699999999999999,0.9827518654219299,1.0014735235536365,1.2122759810869983
6.016666666666667,0.9675075539789082,0.9686269455616442,1.1092348623442725
6.333333333333333,0.9041492279235446,0.924129008878541,1.0782072736447577
6.6499999999999995,0.9845918508992425,1.0217190086062353,1.136704386451884
6.966666666666667,0.8692958607075975,0.9054451826177069,1.1537308331237701
7.283333333333333,0.9569989337909891,0.9541134985060731,1.1136185139997663
7.6,0.9765041789513865,1.0269215106219114,1.1371561536988366
7.916666666666666,0.971123634703543,1.034985933327246,1.0388501506251688
8.233333333333333,0.9510515430951105,0.9849670672320666,1.1109830462462196
8.549999999999999,0.911338217192339,0.9607414032652728,1.1062559488913792
8.866666666666667,0.8978301447918107,0.9604391319287215,0.9785720115627894
9.183333333333334,0.8618741363249915,0.965573980826071,1.1426364270994236
9.5,0.9662954811566824,0.9512822710027394,1.0915603587204024
9.816666666666666,0.9291899582715755,1.002314704193463,1.167185216691008
10.133333333333333,0.9232865567089007,0.9925582723579027,1.077987779811081
10.45,0.9298374620279181,0.9544761859759595,1.1097428269139316
10.766666666666666,0.9600279003703392,0.9742816955173829,1.1400278708430378
11.083333333333332,0.9377297795539805,0.9197332778969526,1.0433830769906909
11.399999999999999,0.967977606592674,1.0561991438184142,1.2276168406305286
11.716666666666667,0.9804565294553275,0.9663195635698998,1.038242398853275
12.033333333333333,0.9866702761195218,0.9710326277026002,1.114950766972414
12.35,0.9192017909042633,0.9936261551615465,1.1052505811799211
12.666666666666666,0.9744665938666295,0.8591056494428054,1.202603033483458
12.983333333333333,0.9662377436159825,0.9534055687876998,1.0629763927220024
13.299999999999999,0.9458514454837783,1.0344272539285022,1.1347698330604836
